district,rice_type_name,season_name,quantity_kg
Vavuniya,Keeri Samba,Yala 2017,175646
Vavuniya,Samba,Yala 2017,183540
Mulativu,Nadu,Yala 2017,2234326
Mulativu,Keeri Samba,Yala 2017,248258
Mulativu,Samba,Yala 2017,259416
Killinochchi,Nadu,Yala 2017,3912107
Killinochchi,Keeri Samba,Yala 2017,434679
Killinochchi,Samba,Yala 2017,454215
Batticaloa,Nadu,Yala 2017,54809423
Batticaloa,Keeri Samba,Yala 2017,6089936
Batticaloa,Samba,Yala 2017,6363641
Ampara,Nadu,Yala 2017,152089773
Ampara,Keeri Samba,Yala 2017,16898864
Ampara,Samba,Yala 2017,17658363
Trincomalee,Nadu,Yala 2017,32595729
Trincomalee,Keeri Samba,Yala 2017,3621748
Trincomalee,Samba,Yala 2017,3784523
Kurunegala,Nadu,Yala 2017,31234926
Kurunegala,Keeri Samba,Yala 2017,3470547
Kurunegala,Samba,Yala 2017,3626527
Puttalam,Nadu,Yala 2017,2734645
Puttalam,Keeri Samba,Yala 2017,303849
Puttalam,Samba,Yala 2017,317506
Anuradhapura,Nadu,Yala 2017,21189424
Anuradhapura,Keeri Samba,Yala 2017,2354380
Anuradhapura,Samba,Yala 2017,2460195
Polonnaruwa,Nadu,Yala 2017,141454318
Polonnaruwa,Keeri Samba,Yala 2017,15717146
Polonnaruwa,Samba,Yala 2017,16423535
Badulla,Nadu,Yala 2017,26603304
Badulla,Keeri Samba,Yala 2017,2955923
Badulla,Samba,Yala 2017,3088773
Monaragala,Nadu,Yala 2017,34966135
Monaragala,Keeri Samba,Yala 2017,3885126
Monaragala,Samba,Yala 2017,4059739
Ratnapura,Nadu,Yala 2017,13484994
Ratnapura,Keeri Samba,Yala 2017,1498333
Ratnapura,Samba,Yala 2017,1565673
Kegalle,Nadu,Yala 2017,3636687
Kegalle,Keeri Samba,Yala 2017,404076
Kegalle,Samba,Yala 2017,422237
Uda Walawe,Nadu,Yala 2017,28684437
Uda Walawe,Keeri Samba,Yala 2017,3187160
Uda Walawe,Samba,Yala 2017,3330403
Mahaweli H,Nadu,Yala 2017,21872271
Mahaweli H,Keeri Samba,Yala 2017,2430252
Mahaweli H,Samba,Yala 2017,2539477
Colombo,Nadu,Maha 2016/2017,5334024
Colombo,Keeri Samba,Maha 2016/2017,592669
Colombo,Samba,Maha 2016/2017,619306
Gampaha,Nadu,Maha 2016/2017,11560312
Gampaha,Keeri Samba,Maha 2016/2017,1284479
Gampaha,Samba,Maha 2016/2017,1342209
Kalutara,Nadu,Maha 2016/2017,23672280
Kalutara,Keeri Samba,Maha 2016/2017,2630253
Kalutara,Samba,Maha 2016/2017,2748467
Kandy,Nadu,Maha 2016/2017,23410712
Kandy,Keeri Samba,Maha 2016/2017,2601190
Kandy,Samba,Maha 2016/2017,2718098
Matale,Nadu,Maha 2016/2017,26673381
Matale,Keeri Samba,Maha 2016/2017,2963709
Matale,Samba,Maha 2016/2017,3096909
Nuwaraeliya,Nadu,Maha 2016/2017,7732950
Nuwaraeliya,Keeri Samba,Maha 2016/2017,859217
Nuwaraeliya,Samba,Maha 2016/2017,897833
Galle,Nadu,Maha 2016/2017,18271437
Galle,Keeri Samba,Maha 2016/2017,2030160
Galle,Samba,Maha 2016/2017,2121403
Matara,Nadu,Maha 2016/2017,33940236
Matara,Keeri Samba,Maha 2016/2017,3771137
Matara,Samba,Maha 2016/2017,3940627
Hambantota,Nadu,Maha 2016/2017,81342650
Hambantota,Keeri Samba,Maha 2016/2017,9038072
Hambantota,Samba,Maha 2016/2017,9444278
Jaffna,Nadu,Maha 2016/2017,2675161
Jaffna,Keeri Samba,Maha 2016/2017,297240
Jaffna,Samba,Maha 2016/2017,310599
Mannar,Nadu,Maha 2016/2017,45753153
Mannar,Keeri Samba,Maha 2016/2017,5083684
Mannar,Samba,Maha 2016/2017,5312164
Vavuniya,Nadu,Maha 2016/2017,17994388
Vavuniya,Keeri Samba,Maha 2016/2017,1999376
Vavuniya,Samba,Maha 2016/2017,2089236
Mulativu,Nadu,Maha 2016/2017,13108532
Mulativu,Keeri Samba,Maha 2016/2017,1456504
Mulativu,Samba,Maha 2016/2017,1521964
Killinochchi,Nadu,Maha 2016/2017,43383562
Killinochchi,Keeri Samba,Maha 2016/2017,4820396
Killinochchi,Samba,Maha 2016/2017,5037043
Batticaloa,Nadu,Maha 2016/2017,66718492
Batticaloa,Keeri Samba,Maha 2016/2017,7413166
Batticaloa,Samba,Maha 2016/2017,7746342
Ampara,Nadu,Maha 2016/2017,252386707
Ampara,Keeri Samba,Maha 2016/2017,28042967
Ampara,Samba,Maha 2016/2017,29303326
Trincomalee,Nadu,Maha 2016/2017,60596506
Trincomalee,Keeri Samba,Maha 2016/2017,6732945
Trincomalee,Samba,Maha 2016/2017,7035549
Kurunegala,Nadu,Maha 2016/2017,68364494
Kurunegala,Keeri Samba,Maha 2016/2017,7596055
Kurunegala,Samba,Maha 2016/2017,7937451
Puttalam,Nadu,Maha 2016/2017,17018194
Puttalam,Keeri Samba,Maha 2016/2017,1890910
Puttalam,Samba,Maha 2016/2017,1975895
Anuradhapura,Nadu,Maha 2016/2017,59587718
Anuradhapura,Keeri Samba,Maha 2016/2017,6620858
Anuradhapura,Samba,Maha 2016/2017,6918424
Polonnaruwa,Nadu,Maha 2016/2017,174966757
Polonnaruwa,Keeri Samba,Maha 2016/2017,19440751
Polonnaruwa,Samba,Maha 2016/2017,20314492
Badulla,Nadu,Maha 2016/2017,54893353
Badulla,Keeri Samba,Maha 2016/2017,6099261
Badulla,Samba,Maha 2016/2017,6373386
Monaragala,Nadu,Maha 2016/2017,39541532
Monaragala,Keeri Samba,Maha 2016/2017,4393504
Monaragala,Samba,Maha 2016/2017,4590964
Ratnapura,Nadu,Maha 2016/2017,19844103
Ratnapura,Keeri Samba,Maha 2016/2017,2204900
Ratnapura,Samba,Maha 2016/2017,2303997
Kegalle,Nadu,Maha 2016/2017,5627371
Kegalle,Keeri Samba,Maha 2016/2017,625263
Kegalle,Samba,Maha 2016/2017,653365
Uda Walawe,Nadu,Maha 2016/2017,4897263
Uda Walawe,Keeri Samba,Maha 2016/2017,544140
Uda Walawe,Samba,Maha 2016/2017,568596
Mahaweli H,Nadu,Maha 2016/2017,21660409
Mahaweli H,Keeri Samba,Maha 2016/2017,2406712
Mahaweli H,Samba,Maha 2016/2017,2514879
Colombo,Nadu,Yala 2016,708107
Colombo,Keeri Samba,Yala 2016,78679
Colombo,Samba,Yala 2016,82215
Gampaha,Nadu,Yala 2016,3510385
Gampaha,Keeri Samba,Yala 2016,390043
Gampaha,Samba,Yala 2016,407573
Kalutara,Nadu,Yala 2016,6186360
Kalutara,Keeri Samba,Yala 2016,687373
Kalutara,Samba,Yala 2016,718267
Kandy,Nadu,Yala 2016,17195832
Kandy,Keeri Samba,Yala 2016,1910648
Kandy,Samba,Yala 2016,1996520
Matale,Nadu,Yala 2016,26367812
Matale,Keeri Samba,Yala 2016,2929757
Matale,Samba,Yala 2016,3061431
Nuwaraeliya,Nadu,Yala 2016,3050808
Nuwaraeliya,Keeri Samba,Yala 2016,338979
Nuwaraeliya,Samba,Yala 2016,354214
Galle,Nadu,Yala 2016,2369591
Galle,Keeri Samba,Yala 2016,263288
Galle,Samba,Yala 2016,275121
Matara,Nadu,Yala 2016,15153812
Matara,Keeri Samba,Yala 2016,1683757
Matara,Samba,Yala 2016,1759431
Hambantota,Nadu,Yala 2016,82517667
Hambantota,Keeri Samba,Yala 2016,9168630
Hambantota,Samba,Yala 2016,9580703
Mannar,Nadu,Yala 2016,6477262
Mannar,Keeri Samba,Yala 2016,719696
Mannar,Samba,Yala 2016,752042
Vavuniya,Nadu,Yala 2016,3589425
Vavuniya,Keeri Samba,Yala 2016,398825
Vavuniya,Samba,Yala 2016,416750
Mulativu,Nadu,Yala 2016,17654594
Mulativu,Keeri Samba,Yala 2016,1961622
Mulativu,Samba,Yala 2016,2049784
Killinochchi,Nadu,Yala 2016,7701986
Killinochchi,Keeri Samba,Yala 2016,855776
Killinochchi,Samba,Yala 2016,894238
Batticaloa,Nadu,Yala 2016,69510992
Batticaloa,Keeri Samba,Yala 2016,7723444
Batticaloa,Samba,Yala 2016,8070565
Ampara,Nadu,Yala 2016,237545799
Ampara,Keeri Samba,Yala 2016,26393978
Ampara,Samba,Yala 2016,27580224
Trincomalee,Nadu,Yala 2016,77671740
Trincomalee,Keeri Samba,Yala 2016,8630193
Trincomalee,Samba,Yala 2016,9018067
Kurunegala,Nadu,Yala 2016,142272430
Kurunegala,Keeri Samba,Yala 2016,15808048
Kurunegala,Samba,Yala 2016,16518522
Puttalam,Nadu,Yala 2016,30842167
Puttalam,Keeri Samba,Yala 2016,3426907
Puttalam,Samba,Yala 2016,3580926
Anuradhapura,Nadu,Yala 2016,107556455
Anuradhapura,Keeri Samba,Yala 2016,11950717
Anuradhapura,Samba,Yala 2016,12487828
Polonnaruwa,Nadu,Yala 2016,204634721
Polonnaruwa,Keeri Samba,Yala 2016,22737191
Polonnaruwa,Samba,Yala 2016,23759087
Badulla,Nadu,Yala 2016,38773126
Badulla,Keeri Samba,Yala 2016,4308125
Badulla,Samba,Yala 2016,4501749
Monaragala,Nadu,Yala 2016,32692697
Monaragala,Keeri Samba,Yala 2016,3632522
Monaragala,Samba,Yala 2016,3795781
Ratnapura,Nadu,Yala 2016,17718967
Ratnapura,Keeri Samba,Yala 2016,1968774
Ratnapura,Samba,Yala 2016,2057258
Kegalle,Nadu,Yala 2016,6183101
Kegalle,Keeri Samba,Yala 2016,687011
Kegalle,Samba,Yala 2016,717888
Uda Walawe,Nadu,Yala 2016,53814488
Uda Walawe,Keeri Samba,Yala 2016,5979388
Uda Walawe,Samba,Yala 2016,6248124
Mahaweli H,Nadu,Yala 2016,24750330
Mahaweli H,Keeri Samba,Yala 2016,2750037
Mahaweli H,Samba,Yala 2016,2873634
Colombo,Nadu,Maha 2015/2016,6829279
Colombo,Keeri Samba,Maha 2015/2016,758809
Colombo,Samba,Maha 2015/2016,792913
Gampaha,Nadu,Maha 2015/2016,26613897
Gampaha,Keeri Samba,Maha 2015/2016,2957100
Gampaha,Samba,Maha 2015/2016,3090003
Kalutara,Nadu,Maha 2015/2016,29590553
Kalutara,Keeri Samba,Maha 2015/2016,3287839
Kalutara,Samba,Maha 2015/2016,3435607
Kandy,Nadu,Maha 2015/2016,28455464
Kandy,Keeri Samba,Maha 2015/2016,3161718
Kandy,Samba,Maha 2015/2016,3303818
Matale,Nadu,Maha 2015/2016,64467055
Matale,Keeri Samba,Maha 2015/2016,7163006
Matale,Samba,Maha 2015/2016,7484939
Nuwaraeliya,Nadu,Maha 2015/2016,8445946
Nuwaraeliya,Keeri Samba,Maha 2015/2016,938438
Nuwaraeliya,Samba,Maha 2015/2016,980615
Galle,Nadu,Maha 2015/2016,19129477
Galle,Keeri Samba,Maha 2015/2016,2125497
Galle,Samba,Maha 2015/2016,2221025
Matara,Nadu,Maha 2015/2016,30908985
Matara,Keeri Samba,Maha 2015/2016,3434332
Matara,Samba,Maha 2015/2016,3588684
Hambantota,Nadu,Maha 2015/2016,104646616
Hambantota,Keeri Samba,Maha 2015/2016,11627402
Hambantota,Samba,Maha 2015/2016,12149982
Jaffna,Nadu,Maha 2015/2016,14268882
Jaffna,Keeri Samba,Maha 2015/2016,1585431
Jaffna,Samba,Maha 2015/2016,1656687
Mannar,Nadu,Maha 2015/2016,72586245
Mannar,Keeri Samba,Maha 2015/2016,8065138
Mannar,Samba,Maha 2015/2016,8427616
Vavuniya,Nadu,Maha 2015/2016,58578931
Vavuniya,Keeri Samba,Maha 2015/2016,6508770
Vavuniya,Samba,Maha 2015/2016,6801299
Mulativu,Nadu,Maha 2015/2016,37361802
Mulativu,Keeri Samba,Maha 2015/2016,4151311
Mulativu,Samba,Maha 2015/2016,4337887
Killinochchi,Nadu,Maha 2015/2016,69191570
Killinochchi,Keeri Samba,Maha 2015/2016,7687952
Killinochchi,Samba,Maha 2015/2016,8033478
Batticaloa,Nadu,Maha 2015/2016,122581520
Batticaloa,Keeri Samba,Maha 2015/2016,13620169
Batticaloa,Samba,Maha 2015/2016,14232311
Ampara,Nadu,Maha 2015/2016,280914522
Ampara,Keeri Samba,Maha 2015/2016,31201232
Ampara,Samba,Maha 2015/2016,32614769
Trincomalee,Nadu,Maha 2015/2016,118373329
Trincomalee,Keeri Samba,Maha 2015/2016,13147750
Trincomalee,Samba,Maha 2015/2016,13743393
Kurunegala,Nadu,Maha 2015/2016,271378918
Kurunegala,Keeri Samba,Maha 2015/2016,30142111
Kurunegala,Samba,Maha 2015/2016,31507665
Puttalam,Nadu,Maha 2015/2016,54156497
Puttalam,Keeri Samba,Maha 2015/2016,6015173
Puttalam,Samba,Maha 2015/2016,6287684
Anuradhapura,Nadu,Maha 2015/2016,298207022
Anuradhapura,Keeri Samba,Maha 2015/2016,33121914
Anuradhapura,Samba,Maha 2015/2016,34622465
Polonnaruwa,Nadu,Maha 2015/2016,237330055
Polonnaruwa,Keeri Samba,Maha 2015/2016,26360297
Polonnaruwa,Samba,Maha 2015/2016,27554520
Badulla,Nadu,Maha 2015/2016,81327632
Badulla,Keeri Samba,Maha 2015/2016,9033076
Badulla,Samba,Maha 2015/2016,9442310
Monaragala,Nadu,Maha 2015/2016,114768654
Monaragala,Keeri Samba,Maha 2015/2016,12747378
Monaragala,Samba,Maha 2015/2016,13324883
Ratnapura,Nadu,Maha 2015/2016,29870568
Ratnapura,Keeri Samba,Maha 2015/2016,3317730
Ratnapura,Samba,Maha 2015/2016,3468036
Kegalle,Nadu,Maha 2015/2016,17148281
Kegalle,Keeri Samba,Maha 2015/2016,1904663
Kegalle,Samba,Maha 2015/2016,1990952
Uda Walawe,Nadu,Maha 2015/2016,57652804
Uda Walawe,Keeri Samba,Maha 2015/2016,6403508
Uda Walawe,Samba,Maha 2015/2016,6693612
Mahaweli H,Nadu,Maha 2015/2016,110374438
Mahaweli H,Keeri Samba,Maha 2015/2016,12259311
Mahaweli H,Samba,Maha 2015/2016,12814705
Colombo,Nadu,Yala 2015,2050037
Colombo,Keeri Samba,Yala 2015,227698
Colombo,Samba,Yala 2015,238014
Gampaha,Nadu,Yala 2015,10305590
Gampaha,Keeri Samba,Yala 2015,1144644
Gampaha,Samba,Yala 2015,1196501
Kalutara,Nadu,Yala 2015,20370000
Kalutara,Keeri Samba,Yala 2015,2262500
Kalutara,Samba,Yala 2015,2365000
Kandy,Nadu,Yala 2015,20079116
Kandy,Keeri Samba,Yala 2015,2230192
Kandy,Samba,Yala 2015,2331228
Matale,Nadu,Yala 2015,31257358
Matale,Keeri Samba,Yala 2015,3471761
Matale,Samba,Yala 2015,3629045
Nuwaraeliya,Nadu,Yala 2015,3904522
Nuwaraeliya,Keeri Samba,Yala 2015,433676
Nuwaraeliya,Samba,Yala 2015,453323
Galle,Nadu,Yala 2015,8658065
Galle,Keeri Samba,Yala 2015,961653
Galle,Samba,Yala 2015,1005220
Matara,Nadu,Yala 2015,31540093
Matara,Keeri Samba,Yala 2015,3503164
Matara,Samba,Yala 2015,3661871
Hambantota,Nadu,Yala 2015,96301212
Hambantota,Keeri Samba,Yala 2015,10696195
Hambantota,Samba,Yala 2015,11180774
Mannar,Nadu,Yala 2015,10784693
Mannar,Keeri Samba,Yala 2015,1197858
Mannar,Samba,Yala 2015,1252126
Vavuniya,Nadu,Yala 2015,20352074
Vavuniya,Keeri Samba,Yala 2015,2260509
Vavuniya,Samba,Yala 2015,2362919
Mulativu,Nadu,Yala 2015,24320150
Mulativu,Keeri Samba,Yala 2015,2701244
Mulativu,Samba,Yala 2015,2823621
Killinochchi,Nadu,Yala 2015,22968397
Killinochchi,Keeri Samba,Yala 2015,2551104
Killinochchi,Samba,Yala 2015,2666679
Batticaloa,Nadu,Yala 2015,93270156
Batticaloa,Keeri Samba,Yala 2015,10359535
Batticaloa,Samba,Yala 2015,10828862
Ampara,Nadu,Yala 2015,252046158
Ampara,Keeri Samba,Yala 2015,27994818
Ampara,Samba,Yala 2015,29263091
Trincomalee,Nadu,Yala 2015,79755883
Trincomalee,Keeri Samba,Yala 2015,8858502
Trincomalee,Samba,Yala 2015,9259826
Kurunegala,Nadu,Yala 2015,177953950
Kurunegala,Keeri Samba,Yala 2015,19765381
Kurunegala,Samba,Yala 2015,20660829
Puttalam,Nadu,Yala 2015,40110160
Puttalam,Keeri Samba,Yala 2015,4455044
Puttalam,Samba,Yala 2015,4656874
Anuradhapura,Nadu,Yala 2015,151404506
Anuradhapura,Keeri Samba,Yala 2015,16816529
Anuradhapura,Samba,Yala 2015,17578383
Polonnaruwa,Nadu,Yala 2015,228531845
Polonnaruwa,Keeri Samba,Yala 2015,25383078
Polonnaruwa,Samba,Yala 2015,26533030
Badulla,Nadu,Yala 2015,40370896
Badulla,Keeri Samba,Yala 2015,4484004
Badulla,Samba,Yala 2015,4687146
Monaragala,Nadu,Yala 2015,49336140
Monaragala,Keeri Samba,Yala 2015,5479775
Monaragala,Samba,Yala 2015,5728030
Ratnapura,Nadu,Yala 2015,21171763
Ratnapura,Keeri Samba,Yala 2015,2351552
Ratnapura,Samba,Yala 2015,2458086
Kegalle,Nadu,Yala 2015,12273332
Kegalle,Keeri Samba,Yala 2015,1363202
Kegalle,Samba,Yala 2015,1424960
Uda Walawe,Nadu,Yala 2015,60621120
Uda Walawe,Keeri Samba,Yala 2015,6733200
Uda Walawe,Samba,Yala 2015,7038240
Mahaweli H,Nadu,Yala 2015,72936822
Mahaweli H,Keeri Samba,Yala 2015,8101108
Mahaweli H,Samba,Yala 2015,8468119
